interaction_id,user_id,destination_id,tipe_interaksi,skor_interaksi,timestamp,durasi_detik,platform,rating_diberikan,session_id
INT0011022,USR01713,DST0012,review,0.8081,2025-08-30 11:35:41,,Android,3.4,SES540438
INT0011023,USR00562,DST0026,book,1.0,2026-02-28 09:35:41,,Desktop,,SES957033
INT0011024,USR00241,DST0004,bookmark,0.754,2025-11-23 22:30:41,,Web,,SES626763
INT0011025,USR00607,DST0012,view,0.2985,2025-03-15 22:12:41,354.0,iOS,,SES696029
INT0011026,USR00162,DST0003,share,0.7355,2026-02-05 00:01:41,,iOS,,SES785196
INT0011027,USR00874,DST0027,like,0.6086,2025-07-03 05:00:41,,iOS,,SES637725
INT0011028,USR00257,DST0027,share,0.86,2025-08-29 00:22:41,,iOS,,SES363280
INT0011029,USR00354,DST0020,bookmark,0.7144,2025-10-15 05:35:41,,Desktop,,SES602111
INT0011030,USR00912,DST0016,bookmark,0.7417,2025-09-25 22:41:41,,Android,,SES725891
INT0011031,USR01266,DST0024,like,0.5239,2025-06-04 09:48:41,,iOS,,SES377743
INT0011032,USR01106,DST0017,bookmark,0.7269,2025-05-30 00:17:41,,Web,,SES277327
INT0011033,USR00086,DST0028,like,0.6174,2025-04-13 08:14:41,,Desktop,,SES102034
INT0011034,USR01157,DST0027,review,0.8288,2025-12-28 23:31:41,,iOS,4.2,SES871768
INT0011035,USR00744,DST0018,like,0.6808,2025-08-25 03:49:41,,Desktop,,SES249931
INT0011036,USR01542,DST0029,like,0.5809,2025-09-03 00:30:41,,Android,,SES297003
INT0011037,USR00024,DST0011,bookmark,0.6941,2026-02-02 04:23:41,,Desktop,,SES301480
INT0011038,USR00378,DST0020,bookmark,0.7314,2025-09-16 02:04:41,,Android,,SES228834
INT0011039,USR01053,DST0005,review,0.8752,2025-06-30 20:31:41,,Android,4.2,SES410459
INT0011040,USR01597,DST0021,like,0.5667,2025-06-03 03:02:41,,Web,,SES131784
INT0011041,USR00861,DST0003,book,1.0,2025-03-26 08:11:41,,iOS,,SES720256
INT0011042,USR00905,DST0011,review,0.9648,2025-11-03 04:06:41,,Android,3.6,SES395232
INT0011043,USR00074,DST0014,review,0.9469,2025-09-13 02:14:41,,Desktop,4.0,SES601388
INT0011044,USR01162,DST0006,view,0.1406,2025-06-12 04:21:41,465.0,iOS,,SES790399
INT0011045,USR00943,DST0012,bookmark,0.7801,2025-09-18 12:12:41,,Web,,SES131691
INT0011046,USR00881,DST0012,view,0.1119,2026-03-05 02:54:41,797.0,Web,,SES875884
INT0011047,USR00458,DST0004,book,1.0,2026-02-16 00:46:41,,iOS,,SES145250
INT0011048,USR01628,DST0017,share,0.7968,2025-10-02 22:14:41,,iOS,,SES262100
INT0011049,USR00366,DST0018,like,0.6021,2025-12-05 02:08:41,,Android,,SES486673
INT0011050,USR00604,DST0004,like,0.6667,2025-07-30 08:23:41,,iOS,,SES364823
INT0011051,USR00284,DST0001,book,1.0,2025-07-23 10:00:41,,Web,,SES320809
INT0011052,USR01352,DST0016,review,0.8597,2026-01-27 06:15:41,,Android,3.1,SES878892
INT0011053,USR00909,DST0027,bookmark,0.6912,2026-02-24 09:30:41,,Android,,SES419901
INT0011054,USR01907,DST0013,bookmark,0.6288,2026-02-17 00:13:41,,Web,,SES256521
INT0011055,USR01113,DST0013,bookmark,0.738,2025-10-12 23:10:41,,Desktop,,SES202132
INT0011056,USR00812,DST0021,share,0.8853,2025-11-05 09:28:41,,iOS,,SES939604
INT0011057,USR01272,DST0014,bookmark,0.708,2025-10-09 06:41:41,,iOS,,SES243135
INT0011058,USR01334,DST0021,review,0.9987,2025-07-30 21:16:41,,iOS,5.0,SES350731
INT0011059,USR01380,DST0018,share,0.8149,2025-09-21 05:29:41,,Desktop,,SES912455
INT0011060,USR01348,DST0022,review,0.8445,2025-11-13 05:50:41,,Android,3.7,SES271453
INT0011061,USR01922,DST0002,like,0.5136,2025-12-28 23:36:41,,Desktop,,SES474831
INT0011062,USR00109,DST0029,bookmark,0.6172,2025-08-18 23:53:41,,Desktop,,SES389192
INT0011063,USR00667,DST0001,share,0.7544,2025-06-01 06:10:41,,Desktop,,SES295808
INT0011064,USR00817,DST0014,book,1.0,2025-07-20 23:40:41,,iOS,,SES714250
INT0011065,USR01195,DST0012,like,0.6593,2025-03-26 07:02:41,,Android,,SES980391
INT0011066,USR00200,DST0011,review,0.9234,2026-02-03 08:43:41,,Web,3.3,SES857980
INT0011067,USR01866,DST0006,bookmark,0.6581,2025-09-25 22:25:41,,Web,,SES997167
INT0011068,USR01698,DST0004,book,1.0,2025-07-06 02:12:41,,Web,,SES996424
INT0011069,USR00940,DST0011,review,0.8035,2025-09-22 06:22:41,,Android,3.3,SES937423
INT0011070,USR01854,DST0028,like,0.6481,2025-11-01 19:44:41,,Android,,SES305632
INT0011071,USR01525,DST0011,review,0.8346,2025-04-01 21:16:41,,Desktop,4.2,SES807480
INT0011072,USR00759,DST0017,book,1.0,2025-03-21 04:03:41,,Web,,SES751067
INT0011073,USR00250,DST0007,view,0.2136,2026-01-26 11:14:41,712.0,Web,,SES704429
INT0011074,USR00177,DST0008,bookmark,0.7157,2025-04-10 22:16:41,,Android,,SES929911
INT0011075,USR00680,DST0028,share,0.7768,2025-05-31 07:05:41,,Desktop,,SES516052
INT0011076,USR01857,DST0006,bookmark,0.6808,2026-03-06 21:01:41,,Desktop,,SES682729
INT0011077,USR01258,DST0015,review,0.817,2025-08-17 08:24:41,,Desktop,3.6,SES274490
INT0011078,USR00586,DST0009,share,0.8142,2025-12-21 07:22:41,,iOS,,SES116123
INT0011079,USR00028,DST0017,bookmark,0.7358,2025-05-05 06:06:41,,iOS,,SES844671
INT0011080,USR01507,DST0024,share,0.876,2025-08-04 21:49:41,,Desktop,,SES342269
INT0011081,USR01696,DST0021,book,1.0,2026-03-12 06:01:41,,Android,,SES963765
INT0011082,USR01556,DST0029,share,0.8522,2025-12-06 02:31:41,,iOS,,SES665914
INT0011083,USR00876,DST0017,view,0.1362,2025-05-31 09:21:41,147.0,iOS,,SES952271
INT0011084,USR00951,DST0005,share,0.8716,2026-03-12 06:51:41,,Desktop,,SES140318
INT0011085,USR00302,DST0022,bookmark,0.6452,2025-03-20 22:00:41,,Desktop,,SES357379
INT0011086,USR00095,DST0026,like,0.6615,2025-08-09 08:45:41,,Desktop,,SES502726
INT0011087,USR01061,DST0008,view,0.2219,2026-02-10 10:55:41,328.0,Android,,SES480913
INT0011088,USR00004,DST0017,book,1.0,2025-06-11 01:51:41,,Android,,SES488893
INT0011089,USR00233,DST0025,book,1.0,2025-07-06 03:07:41,,Desktop,,SES776891
INT0011090,USR00457,DST0029,like,0.5649,2025-05-28 07:20:41,,iOS,,SES280055
INT0011091,USR00431,DST0007,share,0.7084,2025-12-25 10:02:41,,Web,,SES456680
INT0011092,USR01918,DST0023,view,0.1762,2025-12-18 02:12:41,619.0,Desktop,,SES892708
INT0011093,USR00975,DST0015,bookmark,0.7052,2025-03-19 03:42:41,,Android,,SES810998
INT0011094,USR00545,DST0019,view,0.2995,2025-10-11 11:53:41,528.0,Android,,SES465317
INT0011095,USR01753,DST0018,like,0.691,2025-08-21 02:50:41,,Android,,SES380022
INT0011096,USR00659,DST0011,view,0.2512,2026-01-11 10:33:41,533.0,Android,,SES234384
INT0011097,USR01917,DST0012,view,0.2659,2025-08-16 08:54:41,412.0,Android,,SES520475
INT0011098,USR01311,DST0019,like,0.5954,2025-10-02 04:13:41,,Android,,SES266506
INT0011099,USR00184,DST0007,share,0.7107,2026-02-28 10:30:41,,Web,,SES604498
INT0011100,USR01605,DST0028,review,0.8812,2025-04-13 03:50:41,,Android,4.3,SES190964
INT0011101,USR01443,DST0020,share,0.7494,2025-08-27 22:07:41,,Desktop,,SES494553
INT0011102,USR00638,DST0010,share,0.875,2025-10-15 23:35:41,,iOS,,SES107775
INT0011103,USR01780,DST0014,review,0.9109,2026-02-13 23:43:41,,Android,3.4,SES491001
INT0011104,USR00200,DST0016,book,1.0,2025-10-23 20:55:41,,Desktop,,SES213347
INT0011105,USR01123,DST0004,like,0.579,2025-09-26 11:23:41,,Android,,SES375488
INT0011106,USR00096,DST0015,share,0.8055,2025-11-11 00:35:41,,iOS,,SES456455
INT0011107,USR00357,DST0025,like,0.6177,2025-08-13 12:02:41,,iOS,,SES974248
INT0011108,USR00630,DST0024,book,1.0,2025-03-26 04:10:41,,Android,,SES904077
INT0011109,USR00703,DST0006,book,1.0,2025-05-06 08:53:41,,Web,,SES744808
INT0011110,USR01726,DST0001,like,0.5302,2025-09-24 12:19:41,,iOS,,SES357763
INT0011111,USR00406,DST0021,bookmark,0.6837,2025-06-27 07:52:41,,Desktop,,SES691782
INT0011112,USR01134,DST0004,share,0.8418,2025-10-02 04:16:41,,Web,,SES154567
INT0011113,USR01172,DST0008,review,0.8378,2026-01-25 08:20:41,,Web,3.4,SES177971
INT0011114,USR01455,DST0008,book,1.0,2025-09-04 08:56:41,,Android,,SES410983
INT0011115,USR01626,DST0025,like,0.5123,2025-10-30 04:44:41,,Web,,SES481522
INT0011116,USR00102,DST0015,share,0.8022,2025-03-24 04:22:41,,Web,,SES141433
INT0011117,USR00196,DST0023,like,0.6818,2026-01-24 21:18:41,,Web,,SES795835
INT0011118,USR01122,DST0029,bookmark,0.6779,2025-03-20 02:44:41,,iOS,,SES324952
INT0011119,USR01532,DST0012,book,1.0,2025-08-08 23:05:41,,Web,,SES743654
INT0011120,USR00318,DST0018,book,1.0,2025-03-24 10:31:41,,iOS,,SES582986
INT0011121,USR01930,DST0007,like,0.5024,2025-04-17 10:08:41,,iOS,,SES180276
INT0011122,USR00383,DST0028,review,0.894,2026-01-09 09:09:41,,Desktop,3.2,SES950473
INT0011123,USR00354,DST0004,bookmark,0.708,2026-02-28 23:19:41,,Android,,SES570295
INT0011124,USR01700,DST0015,bookmark,0.6927,2025-07-09 07:23:41,,Desktop,,SES290840
INT0011125,USR01615,DST0020,view,0.1418,2025-06-02 20:32:41,227.0,Web,,SES653511
INT0011126,USR00145,DST0025,share,0.8945,2025-09-03 04:21:41,,iOS,,SES151984
INT0011127,USR01214,DST0025,view,0.2237,2025-07-05 07:22:41,504.0,Android,,SES283820
INT0011128,USR01605,DST0020,like,0.608,2025-05-19 06:50:41,,Desktop,,SES136345
INT0011129,USR01914,DST0015,like,0.5994,2025-07-26 22:25:41,,Web,,SES379472
INT0011130,USR00281,DST0009,share,0.7404,2025-09-10 04:56:41,,Android,,SES885084
INT0011131,USR00966,DST0004,like,0.6701,2025-09-24 08:59:41,,Web,,SES784910
INT0011132,USR01432,DST0002,view,0.2879,2026-02-09 02:49:41,113.0,Desktop,,SES976722
INT0011133,USR01201,DST0016,share,0.8063,2025-12-30 21:18:41,,Web,,SES548724
INT0011134,USR00265,DST0020,view,0.2627,2025-08-17 00:50:41,438.0,iOS,,SES897863
INT0011135,USR00572,DST0014,book,1.0,2026-02-05 08:16:41,,Web,,SES589265
INT0011136,USR00486,DST0010,share,0.8457,2025-06-17 00:01:41,,Desktop,,SES374230
INT0011137,USR00547,DST0005,bookmark,0.758,2025-04-15 00:35:41,,iOS,,SES940073
INT0011138,USR00202,DST0025,view,0.1378,2026-01-08 20:42:41,403.0,Web,,SES311130
INT0011139,USR01876,DST0005,view,0.2935,2025-12-09 08:17:41,435.0,Desktop,,SES602730
INT0011140,USR00277,DST0023,book,1.0,2025-11-30 03:18:41,,iOS,,SES798356
INT0011141,USR01934,DST0009,book,1.0,2025-05-07 22:38:41,,Web,,SES208900
INT0011142,USR00651,DST0009,review,0.9142,2026-01-08 05:25:41,,Android,3.2,SES737012
INT0011143,USR01720,DST0022,book,1.0,2025-10-12 07:51:41,,Android,,SES903084
INT0011144,USR00841,DST0004,view,0.2147,2025-12-28 20:57:41,563.0,Android,,SES328197
INT0011145,USR00339,DST0010,book,1.0,2025-11-17 12:15:41,,Android,,SES358346
INT0011146,USR00118,DST0011,view,0.2481,2025-09-16 07:34:41,326.0,Android,,SES303787
INT0011147,USR01108,DST0023,view,0.2307,2026-03-04 01:36:41,813.0,iOS,,SES837699
INT0011148,USR00129,DST0025,book,1.0,2025-07-28 03:36:41,,Desktop,,SES822375
INT0011149,USR00419,DST0029,review,0.9926,2025-05-11 01:59:41,,Android,3.5,SES645280
INT0011150,USR00516,DST0016,bookmark,0.684,2025-09-29 08:36:41,,Android,,SES689379
INT0011151,USR01704,DST0008,share,0.7353,2026-01-21 00:59:41,,Desktop,,SES208835
INT0011152,USR01666,DST0019,review,0.8774,2025-08-30 08:30:41,,iOS,3.5,SES906549
INT0011153,USR00283,DST0011,review,0.9456,2025-10-14 05:35:41,,iOS,3.1,SES172385
INT0011154,USR01608,DST0024,review,0.9883,2025-09-16 08:55:41,,Desktop,4.7,SES542273
INT0011155,USR01915,DST0017,like,0.6863,2025-11-22 09:33:41,,Desktop,,SES973613
INT0011156,USR00263,DST0013,like,0.6444,2026-02-01 05:38:41,,Android,,SES860265
INT0011157,USR01730,DST0018,review,0.9356,2025-08-19 10:48:41,,Desktop,4.7,SES229229
INT0011158,USR00416,DST0027,review,0.8199,2025-03-29 20:37:41,,Android,3.2,SES950020
INT0011159,USR00616,DST0001,bookmark,0.648,2025-06-16 05:31:41,,Android,,SES509985
INT0011160,USR00629,DST0002,bookmark,0.6244,2025-06-27 04:04:41,,Android,,SES681537
INT0011161,USR00582,DST0012,like,0.5494,2025-09-12 10:39:41,,Desktop,,SES212290
INT0011162,USR00135,DST0017,book,1.0,2025-11-01 08:04:41,,iOS,,SES797953
INT0011163,USR00742,DST0017,review,0.8906,2026-02-17 11:14:41,,Web,3.3,SES382742
INT0011164,USR00783,DST0016,bookmark,0.7369,2025-08-21 07:44:41,,Desktop,,SES382932
INT0011165,USR01767,DST0016,bookmark,0.7306,2026-02-17 06:22:41,,Desktop,,SES836637
INT0011166,USR01093,DST0010,review,0.873,2025-05-18 03:04:41,,Web,4.9,SES207930
INT0011167,USR00890,DST0007,review,0.8958,2026-02-26 21:04:41,,Web,3.9,SES511648
INT0011168,USR01556,DST0003,review,0.962,2025-11-28 05:36:41,,Android,4.3,SES436106
INT0011169,USR01304,DST0027,share,0.7998,2026-02-05 07:59:41,,Web,,SES112435
INT0011170,USR01324,DST0010,view,0.2492,2025-10-02 04:30:41,390.0,iOS,,SES857331
INT0011171,USR01922,DST0024,review,0.854,2026-02-23 10:20:41,,iOS,3.1,SES646347
INT0011172,USR00169,DST0021,view,0.2788,2025-06-14 08:05:41,791.0,Web,,SES269150
INT0011173,USR00465,DST0001,share,0.8452,2025-05-03 08:13:41,,iOS,,SES668290
INT0011174,USR00970,DST0014,book,1.0,2026-02-21 07:48:41,,iOS,,SES487711
INT0011175,USR01631,DST0020,view,0.1815,2025-07-09 21:54:41,110.0,iOS,,SES450606
INT0011176,USR01880,DST0010,bookmark,0.7408,2025-09-04 07:14:41,,iOS,,SES406378
INT0011177,USR00783,DST0010,book,1.0,2025-11-01 00:10:41,,iOS,,SES333939
INT0011178,USR01200,DST0012,review,0.9455,2025-12-03 00:48:41,,iOS,4.4,SES593352
INT0011179,USR00705,DST0028,share,0.715,2026-01-21 05:19:41,,iOS,,SES252849
INT0011180,USR00615,DST0010,review,0.8312,2025-10-15 20:10:41,,Android,4.3,SES149419
INT0011181,USR01764,DST0004,share,0.7137,2025-09-30 10:00:41,,Desktop,,SES259258
INT0011182,USR01460,DST0028,like,0.5829,2025-12-06 02:34:41,,Web,,SES773897
INT0011183,USR01122,DST0019,review,0.9149,2026-01-03 07:54:41,,Desktop,3.1,SES886323
INT0011184,USR01927,DST0020,review,0.8792,2025-12-21 07:47:41,,iOS,4.0,SES406502
INT0011185,USR00556,DST0023,like,0.6115,2025-12-06 12:16:41,,iOS,,SES554694
INT0011186,USR00250,DST0006,bookmark,0.7241,2025-08-05 09:04:41,,Desktop,,SES928296
INT0011187,USR01555,DST0024,like,0.674,2026-01-08 04:23:41,,iOS,,SES400390
INT0011188,USR01694,DST0010,share,0.7734,2025-11-13 05:23:41,,Android,,SES723223
INT0011189,USR00773,DST0013,review,0.9059,2025-12-10 23:26:41,,Android,4.1,SES359488
INT0011190,USR01324,DST0024,book,1.0,2025-05-31 11:43:41,,Web,,SES357960
INT0011191,USR00550,DST0025,like,0.693,2025-11-14 05:24:41,,Desktop,,SES702764
INT0011192,USR01245,DST0006,like,0.5849,2025-10-17 21:59:41,,Android,,SES524988
INT0011193,USR00155,DST0011,book,1.0,2026-02-20 06:00:41,,Desktop,,SES297617
INT0011194,USR01832,DST0022,book,1.0,2025-03-17 06:45:41,,iOS,,SES639646
INT0011195,USR01506,DST0018,bookmark,0.6704,2025-11-25 11:45:41,,Android,,SES182835
INT0011196,USR01420,DST0021,book,1.0,2025-08-13 07:01:41,,Android,,SES205200
INT0011197,USR01083,DST0014,share,0.7043,2026-02-19 09:28:41,,Desktop,,SES396591
INT0011198,USR01737,DST0002,review,0.9909,2025-07-02 10:26:41,,Android,4.8,SES205311
INT0011199,USR01532,DST0027,bookmark,0.6201,2025-09-16 12:14:41,,iOS,,SES286337
INT0011200,USR00113,DST0008,bookmark,0.6472,2025-08-26 05:44:41,,Android,,SES836843
INT0011201,USR01927,DST0012,like,0.5426,2025-06-12 03:22:41,,Android,,SES305308
INT0011202,USR01119,DST0027,share,0.753,2025-07-05 20:01:41,,Web,,SES723601
INT0011203,USR01609,DST0028,share,0.8242,2025-07-05 10:06:41,,Web,,SES119424
INT0011204,USR00161,DST0025,book,1.0,2026-02-17 20:19:41,,Desktop,,SES157381
INT0011205,USR01023,DST0029,bookmark,0.6868,2025-05-08 04:23:41,,iOS,,SES282567
INT0011206,USR00011,DST0001,like,0.6766,2025-08-14 05:57:41,,iOS,,SES841766
INT0011207,USR01056,DST0005,review,0.8265,2025-08-15 10:06:41,,Desktop,3.2,SES267540
INT0011208,USR00202,DST0007,review,0.8187,2025-08-28 07:42:41,,Android,3.2,SES384808
INT0011209,USR01718,DST0014,bookmark,0.7037,2025-03-26 03:55:41,,Android,,SES672551
INT0011210,USR01304,DST0026,bookmark,0.7879,2025-04-09 06:27:41,,Desktop,,SES211749
INT0011211,USR00151,DST0004,review,0.855,2025-08-28 21:04:41,,Desktop,3.4,SES312777
INT0011212,USR00627,DST0002,like,0.5953,2025-04-07 11:54:41,,Web,,SES526414
INT0011213,USR00942,DST0024,share,0.8957,2025-10-07 08:36:41,,Desktop,,SES732610
INT0011214,USR00795,DST0002,book,1.0,2025-05-13 21:08:41,,iOS,,SES460665
INT0011215,USR01150,DST0013,book,1.0,2025-07-19 04:35:41,,Web,,SES100656
INT0011216,USR00167,DST0014,view,0.2696,2025-10-18 21:18:41,124.0,Android,,SES374370
INT0011217,USR01513,DST0013,share,0.8792,2026-03-13 23:34:41,,Android,,SES353024
INT0011218,USR00303,DST0005,view,0.2941,2025-09-04 03:46:41,830.0,Desktop,,SES621694
INT0011219,USR01363,DST0007,bookmark,0.7132,2025-09-16 20:01:41,,Desktop,,SES977491
INT0011220,USR01702,DST0029,review,0.8844,2025-05-23 11:57:41,,Web,4.2,SES446859
INT0011221,USR01950,DST0023,share,0.7889,2025-07-08 00:53:41,,Android,,SES853497
INT0011222,USR00492,DST0024,review,0.9819,2025-06-01 23:34:41,,Android,4.1,SES114262
INT0011223,USR01024,DST0004,share,0.7113,2025-12-31 21:12:41,,iOS,,SES935475
INT0011224,USR00687,DST0018,like,0.5182,2025-04-20 11:18:41,,Desktop,,SES163175
INT0011225,USR00260,DST0029,book,1.0,2025-09-01 04:31:41,,Web,,SES612690
INT0011226,USR00309,DST0001,like,0.5783,2025-11-21 20:19:41,,Desktop,,SES373950
INT0011227,USR00934,DST0027,like,0.6101,2025-12-02 07:41:41,,iOS,,SES773851
INT0011228,USR01745,DST0015,review,0.8666,2025-06-28 02:01:41,,Android,3.9,SES225234
INT0011229,USR00505,DST0027,book,1.0,2025-06-25 07:26:41,,Web,,SES994709
INT0011230,USR00549,DST0012,review,0.9958,2025-11-28 09:18:41,,Desktop,5.0,SES358883
INT0011231,USR01948,DST0010,like,0.6794,2025-05-25 02:44:41,,Android,,SES947300
INT0011232,USR01302,DST0014,book,1.0,2026-03-02 01:27:41,,Android,,SES898569
INT0011233,USR01024,DST0021,like,0.5959,2025-10-18 11:16:41,,iOS,,SES910070
INT0011234,USR00012,DST0023,book,1.0,2025-08-12 03:39:41,,Web,,SES174974
INT0011235,USR00821,DST0017,book,1.0,2025-10-29 03:05:41,,Web,,SES667607
INT0011236,USR01769,DST0027,view,0.1727,2025-07-22 03:41:41,110.0,iOS,,SES292560
INT0011237,USR01320,DST0021,book,1.0,2025-08-29 23:26:41,,Android,,SES702346
INT0011238,USR00370,DST0025,bookmark,0.6869,2026-01-26 07:31:41,,Desktop,,SES889656
INT0011239,USR01680,DST0022,view,0.1847,2025-06-03 11:40:41,747.0,Web,,SES200714
INT0011240,USR01409,DST0029,like,0.5972,2025-12-11 05:00:41,,Desktop,,SES728335
INT0011241,USR00095,DST0009,bookmark,0.6972,2025-10-04 07:51:41,,Web,,SES718088
INT0011242,USR01059,DST0009,view,0.2221,2025-07-09 09:42:41,857.0,Android,,SES551545
INT0011243,USR01447,DST0018,bookmark,0.7054,2025-12-11 22:19:41,,Desktop,,SES123507
INT0011244,USR01393,DST0001,book,1.0,2025-05-07 23:39:41,,iOS,,SES787164
INT0011245,USR01207,DST0016,like,0.6031,2025-08-07 12:19:41,,Android,,SES308208
INT0011246,USR00089,DST0023,book,1.0,2025-06-04 05:02:41,,Desktop,,SES336649
INT0011247,USR00647,DST0011,share,0.8781,2025-05-15 21:36:41,,iOS,,SES454902
INT0011248,USR00114,DST0023,book,1.0,2026-02-22 23:00:41,,Web,,SES797176
INT0011249,USR01067,DST0012,like,0.6063,2025-05-03 02:23:41,,iOS,,SES473071
INT0011250,USR00558,DST0010,like,0.6957,2025-05-31 02:54:41,,Web,,SES165929
INT0011251,USR01618,DST0029,review,0.9368,2025-10-04 04:29:41,,Web,4.1,SES645501
INT0011252,USR00472,DST0020,review,0.9549,2025-10-21 23:54:41,,iOS,4.2,SES114054
INT0011253,USR00047,DST0007,bookmark,0.792,2025-05-23 02:05:41,,Web,,SES398955
INT0011254,USR01628,DST0027,book,1.0,2025-07-23 03:17:41,,Android,,SES667618
INT0011255,USR01334,DST0028,share,0.8264,2025-08-26 20:21:41,,Android,,SES988728
INT0011256,USR00941,DST0015,bookmark,0.7514,2026-02-10 23:10:41,,Web,,SES277229
INT0011257,USR00468,DST0023,like,0.6307,2026-03-13 03:01:41,,iOS,,SES833820
INT0011258,USR01770,DST0023,review,0.8007,2025-12-10 04:15:41,,Android,4.6,SES487078
INT0011259,USR01221,DST0023,view,0.1761,2025-12-23 21:52:41,46.0,Android,,SES739724
INT0011260,USR01209,DST0009,share,0.7204,2025-07-05 21:03:41,,Desktop,,SES847665
INT0011261,USR01666,DST0024,bookmark,0.7571,2025-10-09 04:45:41,,Web,,SES893336
INT0011262,USR01246,DST0028,like,0.6293,2025-05-14 05:56:41,,iOS,,SES101961
INT0011263,USR00789,DST0004,review,0.8292,2026-02-21 09:41:41,,Desktop,3.1,SES278313
INT0011264,USR00502,DST0005,book,1.0,2026-01-31 23:57:41,,Android,,SES257837
INT0011265,USR00834,DST0021,view,0.2629,2026-02-03 10:12:41,320.0,iOS,,SES761178
INT0011266,USR01878,DST0003,review,0.8844,2025-06-28 05:26:41,,Android,3.8,SES812244
INT0011267,USR00920,DST0016,view,0.1087,2025-12-30 11:20:41,303.0,Desktop,,SES604996
INT0011268,USR00542,DST0016,bookmark,0.6475,2025-09-16 20:45:41,,Desktop,,SES198230
INT0011269,USR01487,DST0027,book,1.0,2025-05-05 00:31:41,,iOS,,SES119920
INT0011270,USR00065,DST0026,like,0.526,2025-04-17 22:49:41,,Android,,SES114161
INT0011271,USR00047,DST0025,view,0.2676,2025-12-04 20:17:41,196.0,Desktop,,SES804503
INT0011272,USR00189,DST0004,bookmark,0.6028,2026-02-01 07:54:41,,Desktop,,SES228626
INT0011273,USR00420,DST0013,like,0.5996,2025-06-10 02:30:41,,Web,,SES733262
INT0011274,USR00027,DST0018,view,0.2226,2025-11-21 22:17:41,124.0,iOS,,SES490673
INT0011275,USR01959,DST0026,view,0.2168,2025-10-07 09:03:41,590.0,Desktop,,SES685172
INT0011276,USR01604,DST0006,view,0.1458,2025-09-14 23:50:41,626.0,Android,,SES962065
INT0011277,USR00115,DST0021,review,0.9249,2025-05-05 23:54:41,,Web,3.6,SES715620
INT0011278,USR00470,DST0026,book,1.0,2025-03-20 11:00:41,,Desktop,,SES819241
INT0011279,USR01577,DST0026,book,1.0,2025-06-26 08:55:41,,Desktop,,SES994332
INT0011280,USR00161,DST0009,review,0.9955,2025-08-31 01:19:41,,iOS,4.3,SES287366
INT0011281,USR01656,DST0017,review,0.8578,2025-08-20 04:12:41,,Desktop,4.7,SES522353
INT0011282,USR01478,DST0012,share,0.7177,2025-09-06 10:27:41,,Android,,SES993989
INT0011283,USR00837,DST0020,like,0.5899,2025-09-10 21:50:41,,iOS,,SES842748
INT0011284,USR00395,DST0012,review,0.8833,2025-11-18 10:30:41,,Android,4.1,SES154129
INT0011285,USR01881,DST0002,share,0.7438,2025-06-22 07:22:41,,Desktop,,SES232300
INT0011286,USR00042,DST0009,like,0.6741,2025-04-19 08:45:41,,Web,,SES986819
INT0011287,USR01666,DST0025,review,0.9028,2025-09-30 06:08:41,,iOS,4.9,SES907713
INT0011288,USR00492,DST0011,bookmark,0.6428,2025-06-29 11:55:41,,Web,,SES264646
INT0011289,USR00759,DST0025,book,1.0,2025-09-06 01:53:41,,iOS,,SES178714
INT0011290,USR00582,DST0016,book,1.0,2025-11-05 08:32:41,,Desktop,,SES960185
INT0011291,USR00886,DST0024,review,0.969,2026-03-06 08:38:41,,iOS,3.0,SES671761
INT0011292,USR01342,DST0009,share,0.8345,2025-07-27 23:59:41,,Android,,SES870801
INT0011293,USR01458,DST0012,view,0.2152,2025-04-07 20:39:41,871.0,Web,,SES332307
INT0011294,USR01692,DST0006,bookmark,0.7654,2025-05-18 08:29:41,,Desktop,,SES343870
INT0011295,USR00496,DST0007,book,1.0,2026-03-10 06:48:41,,Android,,SES771056
INT0011296,USR01939,DST0004,book,1.0,2025-09-11 03:07:41,,iOS,,SES910468
INT0011297,USR00851,DST0016,view,0.221,2025-10-17 11:45:41,504.0,Web,,SES773664
INT0011298,USR01209,DST0018,review,0.8051,2025-11-06 21:10:41,,iOS,3.8,SES832876
INT0011299,USR00924,DST0007,view,0.2842,2026-03-07 11:23:41,555.0,Desktop,,SES816838
INT0011300,USR01410,DST0028,book,1.0,2025-10-17 22:37:41,,Web,,SES757560
INT0011301,USR01549,DST0005,view,0.135,2025-03-18 04:34:41,677.0,Desktop,,SES903884
INT0011302,USR01075,DST0007,book,1.0,2025-06-08 04:08:41,,iOS,,SES733476
INT0011303,USR01993,DST0005,review,0.9339,2026-03-11 06:27:41,,Desktop,3.7,SES503828
INT0011304,USR00175,DST0023,like,0.6453,2025-09-30 05:00:41,,Web,,SES900119
INT0011305,USR01967,DST0024,review,0.8937,2026-01-07 07:40:41,,Android,4.7,SES852586
INT0011306,USR00603,DST0019,review,0.8594,2025-03-20 22:05:41,,iOS,4.9,SES328628
INT0011307,USR01710,DST0010,view,0.105,2025-12-22 23:49:41,804.0,Desktop,,SES273285
INT0011308,USR01692,DST0004,review,0.9357,2025-11-29 23:47:41,,Desktop,3.5,SES929526
INT0011309,USR01164,DST0019,share,0.7545,2025-10-04 20:15:41,,Web,,SES275190
INT0011310,USR01493,DST0019,book,1.0,2026-01-12 23:18:41,,Android,,SES499212
INT0011311,USR00811,DST0016,review,0.82,2025-05-10 01:03:41,,Desktop,4.1,SES760973
